
Time                   I        S        U           D    User  SystemWait  Idle  Bi      Bo    Select      Insert      Update      Delete      Commit      Rollback    Errors        TPM      TPS     Users       Response I     S     U     D      
17:14:17 17       43       33       9        0     0     0     0     0       0             43          17          33          9           59          0           0             102      102     [4/4]       12008    9632  6828  17552 21506 
17:14:18 112      306      207      87       0     0     0     0     0       0       306         112         207         87          406         0           0        712      610     [4/4]       8198     3231  1165  556   1219  
17:14:19 232      652      438      174      0     0     0     0     0       0       652         232         438         174         844         0           0        1496     784     [4/4]       7147     17222 6100  15154 18650 
17:14:20 339      930      620      244      0     0     0     0     0       0       930         339         620         244         1203        0           0        2133     637     [4/4]       7193     44184 481   14674 5040  
17:14:21 455      1273     844      328      0     0     0     0     0       0       1273        455         844         328         1627        0           0        2900     767     [4/4]       6969     3804  1189  4101  792   
17:14:22 643      1731     1200     452      0     0     0     0     0       0       1731        643         1200        452         2295        0           0        4026     1126    [4/4]       6178     2380  582   2529  642   
17:14:23 739      2004     1379     524      0     0     0     0     0       0       2004        739         1379        524         2642        0           0        4646     620     [4/4]       6356     2788  820   2864  1489  
17:14:24 924      2509     1736     642      0     0     0     0     0       0       2509        924         1736        642         3302        0           0        5811     1165    [4/4]       5904     23515 8139  23890 541   
17:14:25 1019     2733     1930     707      0     0     0     0     0       0       2733        1019        1930        707         3656        0           0        6389     578     [4/4]       6118     3381  677   2915  3040  
17:14:26 1115     3036     2139     784      0     0     0     0     0       0       3036        1115        2139        784         4038        0           0        7074     685     [4/4]       6230     2168  329   2049  2050  
17:14:27 1225     3264     2304     858      0     0     0     0     0       0       3264        1225        2304        858         4387        0           0        7651     577     [4/4]       6377     4527  618   3053  3098  
17:14:28 1324     3503     2493     900      0     0     0     0     0       0       3503        1324        2493        900         4717        0           0        8220     569     [4/4]       6471     3090  336   2512  2152  
17:14:29 1408     3828     2692     975      0     0     0     0     0       0       3828        1408        2692        975         5075        0           0        8903     683     [4/4]       6531     4379  404   1682  457   
17:14:30 1606     4259     3048     1082     0     0     0     0     0       0       4259        1606        3048        1082        5736        0           0        9995     1092    [4/4]       6276     3026  382   2755  2465  
17:14:31 1703     4499     3218     1147     0     0     0     0     0       0       4499        1703        3218        1147        6068        0           0        10567    572     [4/4]       6386     2770  335   3118  3858  
17:14:32 1851     4930     3540     1262     0     0     0     0     0       0       4930        1851        3540        1262        6653        0           0        11583    1016    [4/4]       6235     3221  347   1478  3142  
17:14:33 1954     5218     3760     1330     0     0     0     0     0       0       5218        1954        3760        1330        7044        0           0        12262    679     [4/4]       6281     1942  319   376   2066  
17:14:34 2071     5546     4002     1399     0     0     0     0     0       0       5546        2071        4002        1399        7472        0           0        13018    756     [4/4]       6276     2015  295   1516  2626  
17:14:35 2214     5939     4262     1499     0     0     0     0     0       0       5939        2215        4262        1499        7976        0           0        13914    896     [4/4]       6213     2171  889   19871 2229  
17:14:36 2324     6231     4469     1572     0     0     0     0     0       0       6231        2324        4469        1572        8365        0           0        14596    682     [4/4]       6258     2576  295   1627  389   
17:14:37 2452     6534     4728     1655     0     0     0     0     0       0       6534        2452        4728        1655        8835        0           0        15369    773     [4/4]       6240     1836  835   3142  3146  
17:14:38 2553     6855     4961     1731     0     0     0     0     0       0       6855        2553        4961        1731        9245        0           0        16100    731     [4/4]       6252     24843 4602  21993 15855 
17:14:39 2687     7181     5191     1813     0     0     0     0     0       0       7181        2687        5191        1813        9691        0           0        16872    772     [4/4]       6245     21116 6106  11885 7837  
17:14:40 2778     7493     5408     1882     0     0     0     0     0       0       7493        2778        5408        1882        10068       0           0        17561    689     [4/4]       6277     33627 4816  21995 27806 
17:14:41 2876     7774     5624     1935     0     0     0     0     0       0       7774        2876        5624        1935        10435       0           0        18209    648     [4/4]       6316     17919 7951  9480  9092  
17:14:42 2984     8073     5857     2002     0     0     0     0     0       0       8073        2984        5857        2002        10843       0           0        18916    707     [4/4]       6329     24777 5073  33752 13022 
17:14:43 3078     8337     6032     2070     0     0     0     0     0       0       8337        3078        6032        2070        11180       0           0        19517    601     [4/4]       6379     19775 4738  33181 26032 
17:14:44 3158     8577     6192     2131     0     0     0     0     0       0       8577        3158        6192        2131        11481       0           0        20058    541     [4/4]       6442     27488 2109  23767 15962 
17:14:45 3254     8856     6401     2201     0     0     0     0     0       0       8856        3254        6401        2201        11856       0           0        20712    654     [4/4]       6467     18972 408   19508 24463 
17:14:46 3371     9125     6631     2268     0     0     0     0     0       0       9126        3371        6631        2268        12270       0           0        21395    683     [4/4]       6480     3916  829   864   1006  
17:14:47 3605     9658     7017     2402     0     0     0     0     0       0       9658        3605        7017        2402        13024       0           0        22682    1287    [4/4]       6311     21309 7262  13037 6851  
17:14:48 3700     9950     7214     2461     0     0     0     0     0       0       9950        3700        7214        2461        13375       0           0        23325    643     [4/4]       6346     13554 8622  13535 21350 
17:14:49 3840     10285    7434     2541     0     0     0     0     0       0       10285       3840        7434        2541        13815       0           0        24100    775     [4/4]       6343     16603 2149  18751 8142  
17:14:50 3937     10546    7584     2605     0     0     0     0     0       0       10546       3937        7584        2605        14126       0           0        24672    572     [4/4]       6389     26100 8195  19738 22957 
17:14:51 4028     10793    7781     2660     0     0     0     0     0       0       10793       4028        7781        2660        14469       0           0        25262    590     [4/4]       6421     34938 10050 34880 21163 
17:14:52 4124     11083    7944     2721     0     0     0     0     0       0       11083       4124        7944        2721        14789       0           0        25872    610     [4/4]       6463     22884 8163  28815 14522 
17:14:53 4249     11425    8203     2807     0     0     0     0     0       0       11425       4249        8203        2807        15259       0           0        26684    812     [4/4]       6452     23777 8980  11886 18676 
17:14:54 4330     11629    8358     2870     0     0     0     0     0       0       11629       4330        8358        2870        15558       0           0        27187    503     [4/4]       6503     19956 10907 20970 21800 
17:14:55 4435     11865    8567     2944     0     0     0     0     0       0       11865       4435        8567        2944        15946       0           0        27811    624     [4/4]       6512     19723 9049  24122 16965 
17:14:56 4524     12091    8716     2994     0     0     0     0     0       0       12091       4524        8716        2994        16234       0           0        28325    514     [4/4]       6565     23919 12643 19922 25844 
17:14:57 4626     12329    8891     3042     0     0     0     0     0       0       12329       4626        8891        3042        16559       0           0        28888    563     [4/4]       6601     16062 2868  19781 12278 
17:14:58 4722     12573    9100     3110     0     0     0     0     0       0       12573       4722        9100        3110        16932       0           0        29505    617     [4/4]       6615     22851 8852  12839 26797 
17:14:59 4817     12803    9276     3177     0     0     0     0     0       0       12803       4817        9276        3177        17270       0           0        30073    568     [4/4]       6657     14952 6847  15963 27106 
17:15:00 4905     13040    9463     3240     0     0     0     0     0       0       13040       4905        9463        3240        17608       0           0        30648    575     [4/4]       6686     13712 908   28912 13524 
17:15:01 5007     13317    9672     3304     0     0     0     0     0       0       13317       5007        9672        3304        17983       0           0        31300    652     [4/4]       6694     7943  2667  5065  8679  
17:15:02 5117     13586    9853     3371     0     0     0     0     0       0       13586       5117        9853        3371        18341       0           0        31927    627     [4/4]       6711     23344 7314  17696 23669 
17:15:03 5207     13827    10045    3445     0     0     0     0     0       0       13827       5207        10045       3445        18697       0           0        32524    597     [4/4]       6736     19263 1171  11136 26948 
17:15:04 5320     14140    10294    3508     0     0     0     0     0       0       14140       5320        10294       3508        19122       0           0        33262    738     [4/4]       6730     30675 6044  16142 15479 
17:15:05 5414     14386    10475    3581     0     0     0     0     0       0       14386       5414        10475       3581        19470       0           0        33856    594     [4/4]       6752     21853 7796  19964 11991 
17:15:06 5521     14689    10712    3658     0     0     0     0     0       0       14689       5521        10712       3658        19891       0           0        34580    724     [4/4]       6747     22952 4357  17757 17606 
17:15:07 5677     15060    10978    3770     0     0     0     0     0       0       15060       5677        10978       3770        20425       0           0        35485    905     [4/4]       6708     24958 6972  13889 17883 
17:15:08 5963     15804    11629    3983     0     0     0     0     0       0       15804       5963        11629       3983        21575       0           0        37379    1894    [4/4]       6491     2952  1142  3826  1788  
17:15:09 6104     16156    11905    4067     0     0     0     0     0       0       16156       6104        11905       4067        22076       0           0        38232    853     [4/4]       6461     23745 6932  28773 15952 
17:15:10 6194     16354    12070    4122     0     0     0     0     0       0       16354       6194        12070       4122        22386       0           0        38740    508     [4/4]       6497     2286  312   1749  2418  
17:15:11 6279     16575    12259    4181     0     0     0     0     0       0       16575       6279        12259       4181        22719       0           0        39294    554     [4/4]       6528     11831 449   7799  483   
17:15:12 6386     16842    12463    4240     0     0     0     0     0       0       16842       6386        12463       4240        23089       0           0        39931    637     [4/4]       6540     11817 9238  27189 2120  
17:15:13 6456     17092    12619    4307     0     0     0     0     0       0       17092       6456        12619       4307        23382       0           0        40474    543     [4/4]       6571     3862  10996 568   1741  
17:15:14 6562     17365    12831    4370     0     0     0     0     0       0       17365       6562        12831       4370        23763       0           0        41128    654     [4/4]       6581     3103  316   422   1974  
17:15:15 6658     17603    13026    4445     0     0     0     0     0       0       17603       6658        13026       4445        24129       0           0        41732    604     [4/4]       6596     2093  328   2190  1698  
17:15:16 6761     17887    13217    4513     0     0     0     0     0       0       17887       6762        13217       4513        24492       0           0        42378    646     [4/4]       6611     16682 5518  5962  14447 
17:15:17 6833     18046    13348    4554     0     0     0     0     0       0       18046       6833        13348       4554        24735       0           0        42781    505     [4/4]       6642     16561 8247  5936  13541 
17:15:18 6833     18065    13388    4540     0     0     0     0     0       0       18065       6833        13388       4540        24761       0           0        42826    655     [4/4]       6656     17843 12894 5021  24997 
17:15:19 6805     17972    13343    4504     0     0     0     0     0       0       17972       6805        13344       4504        24653       0           0        42624    582     [4/4]       6670     15127 5939  17971 28947 
17:15:20 6770     17939    13353    4489     0     0     0     0     0       0       17939       6770        13353       4489        24612       0           0        42551    564     [4/4]       6693     37875 7799  24363 9852  
17:15:21 6753     17845    13351    4486     0     0     0     0     0       0       17845       6753        13351       4486        24590       0           0        42435    651     [4/4]       6698     11942 7808  32759 19027 
17:15:22 6669     17701    13215    4445     0     0     0     0     0       0       17701       6669        13215       4445        24329       0           0        42030    721     [4/4]       6697     22020 10968 20063 19718 
17:15:23 6676     17657    13225    4431     0     0     0     0     0       0       17657       6676        13225       4431        24332       0           0        41989    579     [4/4]       6712     26194 7115  23975 19699 
17:15:24 6631     17491    13118    4399     0     0     0     0     0       0       17491       6631        13118       4399        24148       0           0        41639    815     [4/4]       6695     23735 6041  21970 14690 
17:15:25 6618     17423    13084    4380     0     0     0     0     0       0       17423       6618        13084       4380        24082       0           0        41505    444     [4/4]       6726     29820 6145  25102 36428 
17:15:26 6598     17338    13037    4367     0     0     0     0     0       0       17338       6598        13037       4367        24002       0           0        41340    520     [4/4]       6748     20938 8946  20948 9725  
17:15:27 6557     17305    13024    4342     0     0     0     0     0       0       17305       6557        13024       4342        23923       0           0        41228    465     [4/4]       6780     19805 10752 21204 27657 
17:15:28 6549     17259    12976    4353     0     0     0     0     0       0       17259       6549        12976       4353        23878       0           0        41137    478     [4/4]       6811     16972 4033  20050 25739 
17:15:29 6588     17250    13035    4371     0     0     0     0     0       0       17250       6588        13035       4371        23994       0           0        41244    790     [4/4]       6796     18811 495   18866 15052 
17:15:30 6512     17090    12900    4323     0     0     0     0     0       0       17090       6512        12900       4323        23735       0           0        40825    673     [4/4]       6800     32037 10046 33367 37138 
17:15:31 6546     17155    12959    4337     0     0     0     0     0       0       17155       6546        12959       4337        23842       0           0        40997    744     [4/4]       6794     28883 6850  7294  21944 
17:15:32 6482     16956    12808    4281     0     0     0     0     0       0       16956       6482        12808       4281        23571       0           0        40527    546     [4/4]       6813     26945 11009 15929 23704 
17:15:33 6467     16942    12800    4282     0     0     0     0     0       0       16942       6467        12800       4282        23549       0           0        40491    643     [4/4]       6823     29240 2492  26804 14133 
17:15:34 6417     16804    12702    4265     0     0     0     0     0       0       16804       6417        12703       4265        23385       0           0        40188    453     [4/4]       6857     26806 8890  9062  14741 
17:15:35 6379     16688    12617    4236     0     0     0     0     0       0       16688       6378        12617       4236        23231       0           0        39920    628     [4/4]       6865     19874 6049  24047 19827 
17:15:36 6396     16689    12636    4231     0     0     0     0     0       0       16689       6396        12636       4231        23263       0           0        39952    714     [4/4]       6863     15001 7063  20973 16671 
17:15:37 6371     16678    12556    4213     0     0     0     0     0       0       16678       6372        12556       4213        23141       0           0        39818    639     [4/4]       6868     25991 1948  26065 14101 
17:15:38 6350     16537    12480    4192     0     0     0     0     0       0       16537       6350        12480       4192        23022       0           0        39559    472     [4/4]       6890     17883 322   28886 22602 
17:15:39 6312     16444    12455    4169     0     0     0     0     0       0       16444       6312        12456       4169        22937       0           0        39380    593     [4/4]       6903     2157  285   1609  2037  
17:15:40 6344     16438    12485    4182     0     0     0     0     0       0       16438       6344        12485       4182        23011       0           0        39449    758     [4/4]       6893     22035 9946  19729 22814 
17:15:41 6342     16360    12448    4188     0     0     0     0     0       0       16360       6342        12448       4188        22978       0           0        39338    537     [4/4]       6908     3384  425   886   2599  
17:15:42 6514     16807    12778    4292     0     0     0     0     0       0       16807       6514        12778       4292        23584       0           0        40391    1760    [4/4]       6788     12093 656   24513 1024  
17:15:43 6512     16785    12763    4284     0     0     0     0     0       0       16785       6512        12763       4284        23559       0           0        40344    554     [4/4]       6804     12969 7278  26670 12899 
17:15:44 6534     16807    12820    4288     0     0     0     0     0       0       16807       6534        12820       4288        23642       0           0        40449    646     [4/4]       6808     17325 5366  8930  2532  
17:15:45 6561     16872    12879    4289     0     0     0     0     0       0       16872       6561        12879       4289        23729       0           0        40601    806     [4/4]       6797     23812 5287  23840 8291  
17:15:46 6553     16873    12841    4271     0     0     0     0     0       0       16872       6553        12841       4271        23665       0           0        40538    620     [4/4]       6805     19895 10962 15942 13207 
17:15:47 6402     16551    12608    4195     0     0     0     0     0       0       16551       6402        12608       4195        23205       0           0        39756    505     [4/4]       6826     33832 5079  27049 15775 
17:15:48 6384     16454    12544    4185     0     0     0     0     0       0       16454       6384        12544       4185        23113       0           0        39567    454     [4/4]       6851     29795 5249  21871 11116 
17:15:49 6316     16278    12462    4155     0     0     0     0     0       0       16278       6316        12462       4155        22933       0           0        39211    419     [4/4]       6880     23955 8671  21615 10106 
17:15:50 6282     16230    12449    4157     0     0     0     0     0       0       16230       6282        12449       4157        22888       0           0        39118    479     [4/4]       6905     27856 5946  8203  9715  
17:15:51 6267     16218    12415    4170     0     0     0     0     0       0       16218       6267        12415       4170        22852       0           0        39070    542     [4/4]       6924     21846 5260  17916 6372  
17:15:52 6243     16175    12404    4157     0     0     0     0     0       0       16175       6243        12404       4157        22804       0           0        38979    519     [4/4]       6945     23799 6106  17082 22990 
17:15:53 6195     15992    12303    4104     0     0     0     0     0       0       15992       6195        12303       4104        22602       0           0        38594    427     [4/4]       6968     25303 2780  4660  7127  
17:15:54 6184     15950    12290    4092     0     0     0     0     0       0       15950       6184        12290       4092        22566       0           0        38516    425     [4/4]       6997     26752 5958  8787  8506  
17:15:55 6136     15818    12171    4044     0     0     0     0     0       0       15818       6136        12171       4044        22351       0           0        38169    277     [4/4]       7040     73769 2012  28704 34608 
17:15:56 6118     15782    12167    4036     0     0     0     0     0       0       15782       6118        12167       4036        22321       0           0        38103    448     [4/4]       7070     28704 10643 26064 29967 
17:15:57 6094     15773    12150    4064     0     0     0     0     0       0       15773       6094        12150       4064        22308       0           0        38081    541     [4/4]       7089     22054 1758  55477 10239 
17:15:58 6079     15769    12093    4046     0     0     0     0     0       0       15769       6079        12093       4046        22218       0           0        37987    523     [4/4]       7105     19010 6054  25170 4805  
17:15:59 6050     15739    12083    4016     0     0     0     0     0       0       15739       6050        12083       4016        22149       0           0        37888    469     [4/4]       7125     2309  359   2863  2225  
17:16:00 6031     15670    12051    3993     0     0     0     0     0       0       15670       6031        12051       3993        22075       0           0        37745    432     [4/4]       7149     75796 5792  38495 8094  
17:16:01 5996     15541    11935    3963     0     0     0     0     0       0       15542       5996        11935       3963        21894       0           0        37435    342     [4/4]       7186     18868 7429  13680 6573  
17:16:02 5971     15482    11937    3953     0     0     0     0     0       0       15482       5971        11937       3953        21861       0           0        37343    535     [4/4]       7198     2683  280   1439  2336  
17:16:03 5930     15397    11861    3914     0     0     0     0     0       0       15397       5930        11861       3914        21705       0           0        37102    356     [4/4]       7231     11764 3026  12682 12133 
17:16:04 5889     15265    11735    3887     0     0     0     0     0       0       15265       5889        11735       3887        21511       0           0        36776    412     [4/4]       7261     16986 7291  22891 3106  
17:16:05 5897     15240    11721    3879     0     0     0     0     0       0       15240       5897        11721       3879        21497       0           0        36737    555     [4/4]       7269     31015 10086 8456  19449 
17:16:06 5856     15112    11636    3844     0     0     0     0     0       0       15112       5856        11636       3844        21336       0           0        36448    435     [4/4]       7293     24791 2672  18886 11857 
17:16:07 5775     15025    11557    3801     0     0     0     0     0       0       15025       5775        11557       3801        21133       0           0        36158    615     [4/4]       7302     18424 7460  12650 26199 
17:16:08 5578     14509    11102    3646     0     0     0     0     0       0       14509       5578        11102       3646        20326       0           0        34835    571     [4/4]       7311     19466 5177  18985 10081 
17:16:09 5553     14458    11038    3641     0     0     0     0     0       0       14458       5553        11038       3641        20232       0           0        34690    708     [4/4]       7306     19792 4157  13844 11989 
17:16:10 5543     14503    11042    3645     0     0     0     0     0       0       14503       5543        11042       3645        20230       0           0        34733    551     [4/4]       7318     28929 1007  17970 23034 
17:16:11 5543     14442    10998    3628     0     0     0     0     0       0       14442       5543        10998       3628        20169       0           0        34611    432     [4/4]       7339     23165 8145  25059 36892 
17:16:12 5542     14467    10985    3636     0     0     0     0     0       0       14467       5542        10985       3636        20163       0           0        34630    656     [4/4]       7341     13219 4912  14668 15870 
17:16:13 5556     14433    10990    3629     0     0     0     0     0       0       14433       5556        10990       3629        20175       0           0        34608    521     [4/4]       7353     25955 6864  26862 27156 
17:16:14 5538     14401    10956    3628     0     0     0     0     0       0       14401       5538        10956       3628        20122       0           0        34523    569     [4/4]       7363     26140 5930  9951  2794  
17:16:15 5552     14389    10940    3612     0     0     0     0     0       0       14389       5552        10940       3612        20104       0           0        34493    574     [4/4]       7368     13234 2657  24916 5001  
17:16:16 5547     14365    10910    3614     0     0     0     0     0       0       14365       5546        10910       3614        20070       0           0        34436    589     [4/4]       7373     29951 1968  17663 38296 
17:16:17 5567     14404    10937    3655     0     0     0     0     0       0       14404       5567        10937       3655        20159       0           0        34563    632     [4/4]       7372     28821 7505  9030  24133 
17:16:18 5608     14496    10981    3688     0     0     0     0     0       0       14496       5608        10981       3688        20277       0           0        34773    865     [4/4]       7355     46909 469   43817 20556 
17:16:19 5643     14574    11038    3705     0     0     0     0     0       0       14574       5643        11037       3705        20385       0           0        34960    769     [4/4]       7344     28489 11009 15950 28750 
17:16:20 5643     14526    11021    3706     0     0     0     0     0       0       14526       5643        11021       3706        20370       0           0        34896    500     [4/4]       7357     24039 4934  9809  20020 
17:16:21 5595     14401    10893    3655     0     0     0     0     0       0       14401       5595        10893       3655        20143       0           0        34544    299     [4/4]       7393     3078  305   471   14264 
17:16:22 5586     14301    10816    3631     0     0     0     0     0       0       14301       5586        10816       3631        20033       0           0        34334    511     [4/4]       7407     21989 289   15281 397   
17:16:23 5560     14265    10780    3618     0     0     0     0     0       0       14265       5560        10780       3618        19958       0           0        34223    468     [4/4]       7424     20660 7245  16891 23788 
17:16:24 5503     14210    10707    3595     0     0     0     0     0       0       14210       5503        10707       3595        19805       0           0        34015    607     [4/4]       7427     2964  3097  7207  393   
17:16:25 5480     14226    10668    3586     0     0     0     0     0       0       14226       5480        10668       3586        19734       0           0        33960    389     [4/4]       7454     24250 6604  24780 8820  
